,date,beach_address,beach_name,country_state,country,latitude,longitude,timestamp,datetime,datum,LAT,HAT,date_beach_address
61,2020-04-27,Cathedral Rock Victoria AUSTRALIA,Cathedral Rock,Victoria,AUSTRALIA,-31.434438800000002,120.85630420000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.509289207458496,0.6326274108886719,2020-04-27|Cathedral Rock Victoria AUSTRALIA
62,2020-04-27,Floreat Beach Western Australia AUSTRALIA,Floreat Beach,Western Australia,AUSTRALIA,-31.928959399999997,115.7548856,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.43631591796875,0.46526737213134767,2020-04-27|Floreat Beach Western Australia AUSTRALIA
63,2020-04-27,Point Casuarina Bunbury Western Australia AUSTRALIA,Point Casuarina,Western Australia,AUSTRALIA,-33.3153009,115.63711090000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4827304458618164,0.4932203674316406,2020-04-27|Point Casuarina Bunbury Western Australia AUSTRALIA
64,2020-04-27,Flinders Mornington Penisula Victoria AUSTRALIA,Flinders,Victoria,AUSTRALIA,-38.474000000000004,145.02200000000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.540248565673828,1.4043951416015625,2020-04-27|Flinders Mornington Penisula Victoria AUSTRALIA
65,2020-04-27,Evans Head New South Wales AUSTRALIA,Evans Head,New South Wales,AUSTRALIA,-29.108617100000004,153.4217078,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8919248962402344,1.1726897430419922,2020-04-27|Evans Head New South Wales AUSTRALIA
66,2020-04-27,Weipa Queensland AUSTRALIA,Weipa,Queensland,AUSTRALIA,-12.6492936,141.84699009999997,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.4110360717773438,1.199729232788086,2020-04-27|Weipa Queensland AUSTRALIA
67,2020-04-27,Kelpies near Wylie Bay Western Australia AUSTRALIA,Kelpies near Wylie Bay,Western Australia,AUSTRALIA,-33.8324777,121.9970721,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.5076144409179687,0.6444322967529297,2020-04-27|Kelpies near Wylie Bay Western Australia AUSTRALIA
68,2020-04-27,Moreton Bay Queensland AUSTRALIA,Moreton Bay,Queensland,AUSTRALIA,-27.3123953,153.3446649,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.305577392578125,1.5723896789550782,2020-04-27|Moreton Bay Queensland AUSTRALIA
69,2020-04-27,The Farm New South Wales AUSTRALIA,The Farm,New South Wales,AUSTRALIA,-34.071999999999996,150.718,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8563024139404297,1.0347895050048828,2020-04-27|The Farm New South Wales AUSTRALIA
70,2020-04-27,Mauds Point Western Australia AUSTRALIA,Mauds Point,Western Australia,AUSTRALIA,-31.954288399999996,115.8624252,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.43631591796875,0.46526737213134767,2020-04-27|Mauds Point Western Australia AUSTRALIA
71,2020-04-27,Falcon Bay Beach Mandurah Western Australia AUSTRALIA,Falcon Bay Beach,Western Australia,AUSTRALIA,-32.5785751,115.65358130000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.43346160888671875,0.4606317520141602,2020-04-27|Falcon Bay Beach Mandurah Western Australia AUSTRALIA
72,2020-04-27,Eva Rock Queensland AUSTRALIA,Eva Rock,Queensland,AUSTRALIA,-18.235612,146.3256112,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.668816375732422,1.7502288818359375,2020-04-27|Eva Rock Queensland AUSTRALIA
73,2020-04-27,Boot Reef Torres Strait Queensland AUSTRALIA,Boot Reef,Queensland,AUSTRALIA,-10.2199025,141.93685449999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-2.5010195922851564,1.4975723266601562,2020-04-27|Boot Reef Torres Strait Queensland AUSTRALIA
74,2020-04-27,Clairview Queensland AUSTRALIA,Clairview,Queensland,AUSTRALIA,-22.0422664,149.4835735,1587913200,2020-04-26T15:00:00+00:00,MSL,-4.686667785644532,4.7845849609375,2020-04-27|Clairview Queensland AUSTRALIA
75,2020-04-27,Merimbula New South Wales AUSTRALIA,Merimbula,New South Wales,AUSTRALIA,-36.8875485,149.90587480000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8271729278564454,0.9734864044189453,2020-04-27|Merimbula New South Wales AUSTRALIA
76,2020-04-27,Bundegi Sanctuary Zone Ningaloo Western Australia AUSTRALIA,Bundegi Sanctuary Zone,Western Australia,AUSTRALIA,-22.6799051,113.69804909999999,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.7819728088378907,0.7885501861572266,2020-04-27|Bundegi Sanctuary Zone Ningaloo Western Australia AUSTRALIA
77,2020-04-27,Trigg Beach Western Australia AUSTRALIA,Trigg Beach,Western Australia,AUSTRALIA,-31.8779189,115.7517755,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4369647216796875,0.4655389404296875,2020-04-27|Trigg Beach Western Australia AUSTRALIA
78,2020-04-27,Booti Booti National Park New South Wales AUSTRALIA,Booti Booti National Park,New South Wales,AUSTRALIA,-32.312709600000005,152.5179343,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8739630889892578,1.1038597106933594,2020-04-27|Booti Booti National Park New South Wales AUSTRALIA
79,2020-04-27,Queenscliff Victoria AUSTRALIA,Queenscliff,Victoria,AUSTRALIA,-38.2677746,144.6286897,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.4889448547363282,1.3381590270996093,2020-04-27|Queenscliff Victoria AUSTRALIA
80,2020-04-27,Broken Head Beach New South Wales AUSTRALIA,Broken Head Beach,New South Wales,AUSTRALIA,-28.701846399999997,153.6139946,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8892627716064453,1.1675648498535156,2020-04-27|Broken Head Beach New South Wales AUSTRALIA
81,2020-04-27,Kings Beach Caloundra Queensland AUSTRALIA,Kings Beach,Queensland,AUSTRALIA,-26.801,153.141,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.9471244049072266,1.2240269470214844,2020-04-27|Kings Beach Caloundra Queensland AUSTRALIA
82,2020-04-27,Lighthouse Beach Ballina New South Wales AUSTRALIA,Lighthouse Beach,New South Wales,AUSTRALIA,-28.8725999,153.58992469999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8866371154785156,1.1665674591064452,2020-04-27|Lighthouse Beach Ballina New South Wales AUSTRALIA
83,2020-04-27,Thirteenth Beach Victoria AUSTRALIA,Thirteenth Beach,Victoria,AUSTRALIA,-38.2852436,144.4587149,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.4542538452148437,1.3114187622070312,2020-04-27|Thirteenth Beach Victoria AUSTRALIA
84,2020-04-27,Bells Beach Victoria AUSTRALIA,Bells Beach,Victoria,AUSTRALIA,-38.366944000000004,144.284722,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.4305735778808595,1.2872817993164063,2020-04-27|Bells Beach Victoria AUSTRALIA
85,2020-04-27,Bunbury Western Australia AUSTRALIA,Bunbury,Western Australia,AUSTRALIA,-33.3209971,115.63834820000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4827304458618164,0.4932203674316406,2020-04-27|Bunbury Western Australia AUSTRALIA
